iter	Logloss
0	0.6240288514
1	0.5683866969
2	0.5104740383
3	0.4601549968
4	0.4158569731
5	0.3720285657
6	0.3379328491
7	0.3072433045
8	0.2762562901
9	0.2486887045
10	0.2267298085
11	0.2055062728
12	0.1851229509
13	0.16624142
14	0.1496846247
15	0.137531808
16	0.1262672178
17	0.1151826968
18	0.1054354875
19	0.09645310829
20	0.0885411212
21	0.08100420619
22	0.07345425931
23	0.06700900567
24	0.06193561595
25	0.05658796755
26	0.05246327616
27	0.04866480773
28	0.04462565616
29	0.04170321562
30	0.039055537
31	0.03656057959
32	0.03370358469
33	0.03125800534
34	0.02853810511
35	0.02659242654
36	0.02501127424
37	0.02324169806
38	0.02204166539
39	0.0208221903
40	0.01937070973
41	0.01828091641
42	0.01728713956
43	0.01631604955
44	0.01539997058
45	0.01450900808
46	0.01373269687
47	0.01306043276
48	0.01240759747
49	0.01192031731
50	0.01087246998
51	0.01024018383
52	0.009736648946
53	0.00912928746
54	0.008777770533
55	0.008492028801
56	0.008117240722
57	0.007738542401
58	0.007318814436
59	0.006975865085
60	0.006559107086
61	0.006293550689
62	0.006054769836
63	0.005864313847
64	0.005633788987
65	0.005393295179
66	0.005165900738
67	0.004950068115
68	0.004773581916
69	0.004514600878
70	0.004312227881
71	0.004175547096
72	0.00403029762
73	0.003875760638
74	0.003736207326
75	0.003511344912
76	0.003418879299
77	0.003315802294
78	0.003210004035
79	0.00305289778
80	0.00296378245
81	0.002866231307
82	0.002762503408
83	0.002655808519
84	0.002539020501
85	0.002477097445
86	0.002405616694
87	0.002341653897
88	0.002268568564
89	0.002206902797
90	0.002154336123
91	0.002091156551
92	0.002043587393
93	0.001992221152
94	0.001948526405
95	0.0019175166
96	0.001870651744
97	0.001825834726
98	0.001767998841
99	0.001729184821
100	0.00168434964
101	0.001645372573
102	0.001613225966
103	0.001578611326
104	0.001545075829
105	0.001519029527
106	0.001492430746
107	0.001462366716
108	0.001422809943
109	0.001382276403
110	0.00135440265
111	0.00133033858
112	0.001298787644
113	0.00126767526
114	0.001241630225
115	0.001218518443
116	0.001192110634
117	0.00117335451
118	0.001146272975
119	0.001128152613
120	0.001106308731
121	0.001077711619
122	0.001055142597
123	0.001038667377
124	0.001021150607
125	0.0009981082321
126	0.0009818037407
127	0.0009670935673
128	0.0009535633918
129	0.0009275196195
130	0.0009141285695
131	0.0009032734091
132	0.0008873634804
133	0.0008719423561
134	0.0008599533619
135	0.0008458108142
136	0.000836796992
137	0.000822391308
138	0.0008110774488
139	0.0008023007728
140	0.0007907083789
141	0.0007800767028
142	0.0007689207253
143	0.0007537580505
144	0.0007438674574
145	0.0007336037202
146	0.0007239586013
147	0.0007105214804
148	0.0006976555733
149	0.0006889940526
150	0.0006773973706
151	0.0006773884754
152	0.00066549631
153	0.0006645886758
154	0.000656269786
155	0.0006485719864
156	0.0006485572171
157	0.0006387679005
158	0.0006311714925
159	0.0006236272334
160	0.0006153873642
161	0.0006084384089
162	0.0006084255223
163	0.0006002012995
164	0.0006002012995
165	0.0006002012995
166	0.0005933583252
167	0.0005843429083
168	0.0005764050301
169	0.0005693064458
170	0.0005693027292
171	0.0005693080716
172	0.0005605740068
173	0.0005605711008
174	0.0005605739536
175	0.0005528468901
176	0.0005528424203
177	0.0005518654228
178	0.0005445048895
179	0.0005444968093
180	0.0005444968093
181	0.0005370312962
182	0.0005295679448
183	0.0005295795069
184	0.0005222096796
185	0.0005222084659
186	0.0005221979847
187	0.0005142352326
188	0.0005142175971
189	0.0005142257171
190	0.0005142233028
191	0.0005142141994
192	0.0005142195861
193	0.0005142195861
194	0.0005142195861
195	0.0005141953679
196	0.0005142057648
197	0.0005141994168
198	0.0005142085867
199	0.0005141953413
200	0.0005141953413
201	0.0005141953413
202	0.0005141821668
203	0.0005141870485
